year,month,day,avg_temp
2015,3,12,7.0
2015,3,13,7.0
2015,3,15,10.5
2015,3,16,10.5
2015,3,17,8.5
2015,3,18,6.5
2015,3,19,8.0
2015,3,20,8.5
2015,3,21,10.0
2015,3,22,8.5
2015,3,23,9.5
2015,3,24,11.0
2015,3,25,13.0
2015,3,26,15.0
2015,3,27,11.0
2015,3,28,7.5
2015,3,29,10.5
2015,3,30,7.5
2015,3,31,9.0
2015,4,1,6.0
2015,4,2,5.0
2015,4,3,5.0
2015,4,4,7.0
2015,4,5,6.0
2015,4,6,6.5
2015,4,7,7.0
2015,4,8,9.5
2015,4,9,11.0
2015,4,10,13.0
2015,4,11,15.5
2015,4,12,15.0
2015,4,13,14.0
2015,4,14,11.0
2015,4,15,17.5
2015,4,16,18.5
2015,4,17,17.0
2015,4,18,8.5
2015,4,19,9.5
2015,4,20,10.5
2015,4,21,12.0
2015,4,22,14.0
2015,4,23,15.0
2015,4,24,17.0
2015,4,25,17.5
2015,4,26,16.5
2015,4,27,18.5
2015,4,28,13.0
2015,4,29,13.5
2015,4,30,14.0
2015,5,1,16.5
2015,5,2,16.0
2015,5,3,15.5
2015,5,4,21.5
2015,5,5,23.0
2015,5,6,21.5
2015,5,7,18.5
2015,5,8,18.5
2015,5,9,20.0
2015,5,10,15.0
2015,5,11,16.0
2015,5,12,19.0
2015,5,13,19.0
2015,5,14,16.0
2015,5,15,15.0
2015,5,16,18.5
2015,5,17,15.5
2015,5,18,19.0
2015,5,19,22.0
2015,5,20,21.0
2015,5,21,18.0
2015,5,22,18.0
2015,5,23,17.5
2015,5,24,20.0
2015,5,25,20.0
2015,5,26,16.0
2015,5,27,15.0
2015,5,28,15.5
2015,5,29,19.0
2015,5,30,21.0
2015,5,31,21.5
2015,6,1,23.0
2015,6,2,25.0
2015,6,3,26.0
2015,6,4,23.5
2015,6,5,21.0
2015,6,6,25.5
2015,6,7,25.0
2015,6,8,25.0
2015,6,9,24.5
2015,6,10,25.0
2015,6,11,25.0
2015,6,12,26.0
2015,6,13,25.5
2015,6,14,26.5
2015,6,15,24.0
2015,6,16,22.0
2015,6,17,17.0
2015,6,18,19.5
2015,6,19,18.0
2015,6,20,17.0
2015,6,21,17.0
2015,6,22,20.0
2015,6,23,16.0
2015,6,24,17.5
2015,6,25,19.5
2015,6,26,21.0
2015,6,27,22.0
2015,6,28,20.5
2015,6,29,21.5
2015,6,30,23.0
2015,7,1,24.0
2015,7,2,24.0
2015,7,3,24.5
2015,7,4,27.5
2015,7,5,29.0
2015,7,6,28.5
2015,7,7,30.5
2015,7,8,27.5
2015,7,9,20.0
2015,7,10,19.0
2015,7,11,21.0
2015,7,12,26.0
2015,7,13,24.0
2015,7,14,22.5
2015,7,15,24.0
2015,7,16,28.0
2015,7,17,30.0
2015,7,18,31.0
2015,7,19,32.5
2015,7,20,27.0
2015,7,21,30.0
2015,7,22,31.5
2015,7,23,30.5
2015,7,24,30.5
2015,7,25,27.0
2015,7,26,21.0
2015,7,27,23.5
2015,7,28,21.0
2015,7,29,20.5
2015,7,30,17.0
2015,7,31,20.0
2015,8,1,24.5
2015,8,2,24.5
2015,8,3,28.5
2015,8,4,28.5
2015,8,5,29.5
2015,8,6,30.5
2015,8,7,30.0
2015,8,8,31.0
2015,8,9,30.5
2015,8,10,29.5
2015,8,11,30.0
2015,8,12,31.5
2015,8,13,31.0
2015,8,14,29.0
2015,8,15,31.0
2015,8,16,28.5
2015,8,17,22.0
2015,8,18,20.5
2015,8,19,19.0
2015,8,20,19.5
2015,8,21,20.5
2015,8,22,19.0
2015,8,23,22.0
2015,8,24,25.0
2015,8,25,21.0
2015,8,26,26.0
2015,8,27,27.0
2015,8,28,29.5
2015,8,29,30.5
2015,8,30,31.0
2015,8,31,31.0
2015,9,1,28.5
2015,9,2,25.0
2015,9,3,25.5
2015,9,4,23.0
2015,9,5,16.0
2015,9,6,16.0
2015,9,7,14.5
2015,9,8,16.0
2015,9,9,17.0
2015,9,10,17.5
2015,9,11,14.0
2015,9,12,20.5
2015,9,13,20.5
2015,9,14,24.0
2015,9,15,25.5
2015,9,16,27.5
2015,9,17,26.5
2015,9,18,26.5
2015,9,19,23.0
2015,9,20,17.5
2015,9,21,17.5
2015,9,22,19.5
2015,9,23,21.0
2015,9,24,22.0
2015,9,25,17.5
2015,9,26,14.5
2015,9,27,15.0
2015,9,28,15.0
2015,9,29,13.5
2015,9,30,12.5
2015,10,1,15.5
2015,10,2,17.5
2015,10,3,18.0
2015,10,4,19.0
2015,10,5,17.5
2015,10,6,19.0
2015,10,7,16.5
2015,10,8,15.0
2015,10,9,15.0
2015,10,10,13.0
2015,10,11,8.5
2015,10,12,8.0
2015,10,13,8.0
2015,10,14,11.5
2015,10,15,13.0
2015,10,16,13.5
2015,10,17,13.0
2015,10,18,13.5
2015,10,19,11.0
2015,10,20,8.5
2015,10,21,9.5
2015,10,22,10.5
2015,10,23,11.5
2015,10,24,11.5
2015,10,25,12.0
2015,10,26,11.0
2015,10,27,10.5
2015,10,28,11.0
2015,10,29,9.5
2015,10,30,11.5
2015,10,31,12.5
2015,11,1,9.5
2015,11,2,8.0
2015,11,3,8.5
2015,11,4,8.0
2015,11,5,11.0
2015,11,6,11.0
2015,11,7,12.5
2015,11,8,13.5
2015,11,9,14.5
2015,11,10,15.0
2015,11,11,15.5
2015,11,12,14.0
2015,11,13,11.0
2015,11,14,9.0
2015,11,15,7.0
2015,11,16,13.0
2015,11,17,11.0
2015,11,18,14.0
2015,11,19,13.0
2015,11,20,13.5
2015,11,21,6.0
2015,11,22,3.5
2015,11,23,3.5
2015,11,24,3.0
2015,11,25,2.5
2015,11,26,0.0
2015,11,27,3.0
2015,11,28,2.0
2015,11,29,3.5
2015,11,30,6.5
2015,12,1,8.0
2015,12,2,8.5
2015,12,3,8.0
2015,12,4,4.5
2015,12,5,6.5
2015,12,6,7.0
2015,12,7,6.0
2015,12,8,4.0
2015,12,9,4.0
2015,12,10,4.5
2015,12,11,4.0
2015,12,12,5.0
2015,12,13,4.0
2015,12,14,3.0
2015,12,15,3.0
2015,12,16,5.0
2015,12,17,2.0
2015,12,18,-0.5
2015,12,19,3.5
2015,12,20,3.0
2015,12,21,5.5
2015,12,22,7.5
2015,12,23,6.5
2015,12,24,5.0
2015,12,25,6.5
2015,12,26,8.0
2015,12,27,8.5
2015,12,28,7.0
2015,12,29,3.5
2015,12,30,-1.0
2015,12,31,-1.0
2016,1,1,-2.5
2016,1,2,-4.5
2016,1,3,-5.5
2016,1,4,-7.0
2016,1,5,-6.0
2016,1,6,-4.0
2016,1,7,-2.0
2016,1,8,-3.5
2016,1,9,1.0
2016,1,10,2.5
2016,1,11,6.5
2016,1,12,4.0
2016,1,13,3.5
2016,1,14,2.0
2016,1,15,0.0
2016,1,16,0.5
2016,1,17,-1.5
2016,1,18,-1.0
2016,1,19,-2.0
2016,1,20,-2.0
2016,1,21,-1.5
2016,1,22,0.0
2016,1,23,-3.0
2016,1,24,0.5
2016,1,25,1.5
2016,1,26,3.5
2016,1,27,6.0
2016,1,28,6.0
2016,1,29,5.5
2016,1,30,5.5
2016,1,31,6.5
2016,2,1,4.5
2016,2,2,8.0
2016,2,3,5.5
2016,2,4,3.5
2016,2,5,3.5
2016,2,6,4.0
2016,2,7,6.0
2016,2,8,7.5
2016,2,9,10.5
2016,2,10,6.0
2016,2,11,4.5
2016,2,12,4.5
2016,2,13,4.0
2016,2,14,7.0
2016,2,15,5.5
2016,2,16,5.5
2016,2,17,9.0
2016,2,18,9.5
2016,2,19,5.0
2016,2,20,2.0
2016,2,21,9.0
2016,2,22,11.0
2016,2,23,10.0
2016,2,24,4.5
2016,2,25,2.5
2016,2,26,3.5
2016,2,27,2.5
2016,2,28,9.5
2016,2,29,10.5
2016,3,1,6.0
2016,3,2,7.0
2016,3,3,6.5
2016,3,4,8.0
2016,3,5,10.0
2016,3,6,9.5
2016,3,7,8.0
2016,3,8,7.5
2016,3,9,9.0
2016,3,10,11.0
2016,3,11,10.0
2016,3,12,9.0
2016,3,13,7.5
2016,3,14,6.5
2016,3,15,4.5
2016,3,16,7.5
2016,3,17,9.0
2016,3,18,9.0
2016,3,19,6.5
2016,3,20,9.0
2016,3,21,8.0
2016,3,22,8.0
2016,3,23,8.0
2016,3,24,7.5
2016,3,25,8.5
2016,3,26,9.5
2016,3,27,9.5
2016,3,28,11.0
2016,3,29,11.0
2016,3,30,14.5
2016,3,31,16.5
2016,4,1,15.5
2016,4,2,10.5
2016,4,3,16.5
2016,4,4,18.0
2016,4,5,19.0
2016,4,6,18.0
2016,4,7,19.5
2016,4,8,18.5
2016,4,9,16.0
2016,4,10,15.0
2016,4,11,16.0
2016,4,12,17.0
2016,4,13,17.0
2016,4,14,12.5
2016,4,15,15.0
2016,4,16,17.5
2016,4,17,18.5
2016,4,18,16.0
2016,4,19,13.0
2016,4,20,11.0
2016,4,21,15.0
2016,4,22,15.5
2016,4,23,16.0
2016,4,24,7.5
2016,4,25,7.0
2016,4,26,10.5
2016,4,27,7.5
2016,4,28,12.0
2016,4,29,15.0
2016,4,30,15.5
2016,5,1,15.5
2016,5,2,17.0
2016,5,3,15.5
2016,5,4,15.5
2016,5,5,16.5
2016,5,6,17.5
2016,5,7,16.0
2016,5,8,15.0
2016,5,9,16.5
2016,5,10,17.5
2016,5,11,16.5
2016,5,12,15.5
2016,5,13,15.5
2016,5,14,15.0
2016,5,15,10.0
2016,5,16,10.0
2016,5,17,11.5
2016,5,18,14.0
2016,5,19,16.0
2016,5,20,18.0
2016,5,21,19.5
2016,5,22,20.5
2016,5,23,21.0
2016,5,24,17.0
2016,5,25,18.5
2016,5,26,20.0
2016,5,27,22.0
2016,5,28,23.0
2016,5,29,23.0
2016,5,30,19.5
2016,5,31,18.5
2016,6,1,20.0
2016,6,2,18.0
2016,6,3,21.5
2016,6,4,21.5
2016,6,5,21.5
2016,6,6,20.0
2016,6,7,17.5
2016,6,8,18.5
2016,6,9,20.0
2016,6,10,19.0
2016,6,11,20.5
2016,6,12,18.0
2016,6,13,20.5
2016,6,14,19.5
2016,6,15,18.0
2016,6,16,25.0
2016,6,17,21.0
2016,6,18,22.5
2016,6,19,23.0
2016,6,20,21.0
2016,6,21,23.5
2016,6,22,26.5
2016,6,23,28.5
2016,6,24,28.5
2016,6,25,28.0
2016,6,26,27.5
2016,6,27,22.0
2016,6,28,21.5
2016,6,29,25.5
2016,6,30,25.0
2016,7,1,26.5
2016,7,2,26.0
2016,7,3,21.5
2016,7,4,21.0
2016,7,5,24.0
2016,7,6,19.5
2016,7,7,18.0
2016,7,8,23.5
2016,7,9,22.0
2016,7,10,25.0
2016,7,11,27.0
2016,7,12,27.5
2016,7,13,24.5
2016,7,14,18.5
2016,7,15,20.0
2016,7,16,16.0
2016,7,17,17.0
2016,7,18,21.0
2016,7,19,21.5
2016,7,20,23.0
2016,7,21,24.0
2016,7,22,26.0
2016,7,23,27.0
2016,7,24,27.0
2016,7,25,28.0
2016,7,26,28.0
2016,7,27,27.5
2016,7,28,25.0
2016,7,29,26.0
2016,7,30,26.0
2016,7,31,27.0
2016,8,1,22.5
2016,8,2,23.0
2016,8,3,23.5
2016,8,4,27.0
2016,8,5,26.0
2016,8,6,23.0
2016,8,7,22.5
2016,8,8,25.0
2016,8,9,25.0
2016,8,10,18.5
2016,8,11,17.5
2016,8,12,18.5
2016,8,13,21.5
2016,8,14,24.5
2016,8,15,23.5
2016,8,16,23.0
2016,8,17,21.0
2016,8,18,22.5
2016,8,19,25.0
2016,8,20,26.5
2016,8,21,24.0
2016,8,22,16.5
2016,8,23,22.5
2016,8,24,23.5
2016,8,25,22.5
2016,8,26,25.0
2016,8,27,27.0
2016,8,28,27.5
2016,8,29,27.5
2016,8,30,24.0
2016,8,31,22.0
2016,9,1,24.5
2016,9,2,23.0
2016,9,3,24.0
2016,9,4,25.0
2016,9,5,17.5
2016,9,6,20.5
2016,9,7,24.5
2016,9,8,25.0
2016,9,9,26.0
2016,9,10,26.0
2016,9,11,26.5
2016,9,12,26.0
2016,9,13,25.0
2016,9,14,24.0
2016,9,15,24.0
2016,9,16,25.0
2016,9,17,20.5
2016,9,18,21.0
2016,9,19,19.5
2016,9,20,18.5
2016,9,21,15.0
2016,9,22,14.5
2016,9,23,16.0
2016,9,24,18.5
2016,9,25,17.0
2016,9,26,17.5
2016,9,27,19.0
2016,9,28,19.5
2016,9,29,20.0
2016,9,30,19.5
2016,10,1,19.5
2016,10,2,19.0
2016,10,3,15.5
2016,10,4,10.5
2016,10,5,9.5
2016,10,6,7.5
2016,10,7,9.5
2016,10,8,9.5
2016,10,9,10.5
2016,10,10,12.0
2016,10,11,10.0
2016,10,12,12.5
2016,10,13,13.0
2016,10,14,13.5
2016,10,15,13.5
2016,10,16,14.0
2016,10,17,11.0
2016,10,18,9.0
2016,10,19,9.0
2016,10,20,10.5
2016,10,21,9.5
2016,10,22,10.0
2016,10,23,9.0
2016,10,24,14.5
2016,10,25,15.0
2016,10,26,11.5
2016,10,27,9.5
2016,10,28,9.5
2016,10,29,10.5
2016,10,30,8.0
2016,10,31,6.5
2016,11,1,9.0
2016,11,2,10.0
2016,11,3,5.5
2016,11,4,6.0
2016,11,5,5.0
2016,11,6,11.0
2016,11,7,7.0
2016,11,8,6.0
2016,11,9,4.5
2016,11,10,2.5
2016,11,11,6.0
2016,11,12,3.0
2016,11,13,2.5
2016,11,14,3.5
2016,11,15,2.5
2016,11,16,2.5
2016,11,17,4.5
2016,11,18,7.5
2016,11,19,9.5
2016,11,20,9.5
2016,11,21,8.5
2016,11,22,8.0
2016,11,23,7.5
2016,11,24,6.5
2016,11,25,7.0
2016,11,26,7.5
2016,11,27,4.5
2016,11,28,1.5
2016,11,29,0.5
2016,11,30,-0.5
2016,12,1,2.0
2016,12,2,3.0
2016,12,3,1.5
2016,12,4,1.0
2016,12,5,1.0
2016,12,6,1.0
2016,12,7,1.0
2016,12,8,2.0
2016,12,9,4.0
2016,12,10,5.5
2016,12,11,6.0
2016,12,12,3.5
2016,12,13,0.0
2016,12,14,-2.0
2016,12,15,-1.5
2016,12,16,0.5
2016,12,17,0.0
2016,12,18,-4.0
2016,12,19,-4.0
2016,12,20,0.0
2016,12,21,-5.5
2016,12,22,-4.5
2016,12,23,-1.0
2016,12,24,-6.0
2016,12,25,2.0
2016,12,26,6.5
2016,12,27,2.5
2016,12,28,1.0
2016,12,29,0.0
2016,12,30,-0.5
2016,12,31,-0.5
2017,1,1,-0.5
2017,1,2,0.5
2017,1,3,-0.5
2017,1,4,0.0
2017,1,5,-4.0
2017,1,6,-10.0
2017,1,7,-10.5
2017,1,8,-12.0
2017,1,9,-7.5
2017,1,10,-8.5
2017,1,11,-6.5
2017,1,12,-2.5
2017,1,13,-0.5
2017,1,14,-1.0
2017,1,15,-3.5
2017,1,16,-5.0
2017,1,17,-4.5
2017,1,18,-6.0
2017,1,19,-7.0
2017,1,20,-5.5
2017,1,21,-4.5
2017,1,22,-5.0
2017,1,23,-4.5
2017,1,24,-3.5
2017,1,25,-3.0
2017,1,26,-4.5
2017,1,27,-5.5
2017,1,28,-6.0
2017,1,29,-3.0
2017,1,30,-4.0
2017,1,31,-7.0
2017,2,1,0.5
2017,2,2,2.5
2017,2,3,5.0
2017,2,4,5.5
2017,2,5,4.5
2017,2,6,4.0
2017,2,7,1.5
2017,2,8,1.5
2017,2,9,1.5
2017,2,10,1.0
2017,2,11,1.5
2017,2,12,2.0
2017,2,13,2.5
2017,2,14,4.0
2017,2,15,6.5
2017,2,16,4.0
2017,2,17,3.5
2017,2,18,4.0
2017,2,19,3.5
2017,2,20,5.0
2017,2,21,5.5
2017,2,22,6.5
2017,2,23,9.0
2017,2,24,5.5
2017,2,25,4.0
2017,2,26,5.0
2017,2,27,9.5
2017,2,28,10.5
2017,3,1,7.5
2017,3,2,9.0
2017,3,3,7.5
2017,3,4,9.5
2017,3,5,9.0
2017,3,6,7.5
2017,3,7,7.5
2017,3,8,8.5
2017,3,9,7.5
2017,3,10,6.0
2017,3,11,7.0
2017,3,12,5.5
2017,3,13,7.5
2017,3,14,6.5
2017,3,15,8.5
2017,3,16,8.0
2017,3,17,10.0
2017,3,18,9.0
2017,3,19,9.0
2017,3,20,12.5
2017,3,21,15.0
2017,3,22,16.0
2017,3,23,15.5
2017,3,24,14.0
2017,3,25,10.0
2017,3,26,7.5
2017,3,27,10.5
2017,3,28,13.0
2017,3,29,14.0
2017,3,30,13.5
2017,3,31,14.5
2017,4,1,14.5
2017,4,2,17.5
2017,4,3,17.5
2017,4,4,16.0
2017,4,5,13.5
2017,4,6,7.5
2017,4,7,6.5
2017,4,8,12.5
2017,4,9,13.0
2017,4,10,14.5
2017,4,11,10.0
2017,4,12,12.5
2017,4,13,11.5
2017,4,14,10.5
2017,4,15,13.0
2017,4,16,9.5
2017,4,17,10.0
2017,4,18,7.5
2017,4,19,5.0
2017,4,20,4.0
2017,4,21,7.5
2017,4,22,8.5
2017,4,23,7.0
2017,4,24,10.0
2017,4,25,14.5
2017,4,26,16.0
2017,4,27,17.5
2017,4,28,12.0
2017,4,29,11.0
2017,4,30,12.0
2017,5,1,15.5
2017,5,2,16.5
2017,5,3,17.0
2017,5,4,16.5
2017,5,5,16.0
2017,5,6,17.5
2017,5,7,15.0
2017,5,8,13.5
2017,5,9,10.0
2017,5,10,10.5
2017,5,11,16.5
2017,5,12,18.0
2017,5,13,18.0
2017,5,14,18.0
2017,5,15,19.5
2017,5,16,18.5
2017,5,17,19.0
2017,5,18,20.0
2017,5,19,19.5
2017,5,20,18.5
2017,5,21,18.0
2017,5,22,21.0
2017,5,23,20.0
2017,5,24,15.0
2017,5,25,15.0
2017,5,26,17.5
2017,5,27,19.5
2017,5,28,20.0
2017,5,29,20.5
2017,5,30,23.0
2017,5,31,23.5
2017,6,1,20.0
2017,6,2,21.5
2017,6,3,23.0
2017,6,4,23.0
2017,6,5,22.5
2017,6,6,24.5
2017,6,7,19.5
2017,6,8,19.5
2017,6,9,19.5
2017,6,10,20.5
2017,6,11,20.0
2017,6,12,21.5
2017,6,13,23.0
2017,6,14,20.5
2017,6,15,20.5
2017,6,16,18.5
2017,6,17,17.5
2017,6,18,20.5
2017,6,19,22.5
2017,6,20,23.5
2017,6,21,25.0
2017,6,22,26.0
2017,6,23,26.0
2017,6,24,25.0
2017,6,25,25.0
2017,6,26,24.0
2017,6,27,23.5
2017,6,28,26.0
2017,6,29,22.5
2017,6,30,23.5
2017,7,1,20.5
2017,7,2,20.0
2017,7,3,20.5
2017,7,4,19.5
2017,7,5,23.5
2017,7,6,23.5
2017,7,7,22.5
2017,7,8,24.0
2017,7,9,24.0
2017,7,10,28.0
2017,7,11,26.82
2017,7,12,25.845
2017,7,13,21.04
2017,7,14,19.55
2017,7,15,20.009999999999998
2017,7,16,19.895
2017,7,17,22.810000000000002
2017,7,18,25.36
2017,7,19,25.395
2017,7,20,26.740000000000002
2017,7,21,28.11
2017,7,22,27.865000000000002
2017,7,23,27.735
2017,7,24,26.395000000000003
2017,7,25,18.6
2017,7,26,16.95
2017,7,27,16.75
2017,7,28,19.5
2017,7,29,21.2
2017,7,30,22.15
2017,7,31,24.15
2017,8,1,26.25
2017,8,2,29.05
2017,8,3,27.55
2017,8,4,29.7
2017,8,5,29.349999999999998
2017,8,6,27.900000000000002
2017,8,7,20.15
2017,8,8,21.45
2017,8,9,23.75
2017,8,10,29.5
2017,8,11,28.349999999999998
2017,8,12,21.7
2017,8,13,21.75
2017,8,14,18.95
2017,8,15,21.15
2017,8,16,21.3
2017,8,17,23.55
2017,8,18,25.45
2017,8,19,26.6
2017,8,20,17.799999999999997
2017,8,21,18.25
2017,8,22,16.6
2017,8,23,17.25
2017,8,24,17.7
2017,8,25,21.8
2017,8,26,23.299999999999997
2017,8,27,25.25
2017,8,28,21.15
2017,8,29,20.2
2017,8,30,20.05
2017,8,31,20.65
2017,9,1,23.4
2017,9,2,19.1
2017,9,3,17.65
2017,9,4,15.5
2017,9,5,15.600000000000001
2017,9,6,16.3
2017,9,7,16.05
2017,9,8,15.049999999999999
2017,9,9,17.9
2017,9,10,19.9
2017,9,11,22.35
2017,9,12,17.200000000000003
2017,9,13,17.3
2017,9,14,17.65
2017,9,15,14.75
2017,9,16,16.05
2017,9,17,13.0
2017,9,18,13.8
2017,9,19,13.05
2017,9,20,14.4
2017,9,21,13.0
2017,9,22,13.75
2017,9,23,11.7
2017,9,24,12.95
2017,9,25,13.899999999999999
2017,9,26,14.35
2017,9,27,14.399999999999999
2017,9,28,12.3
2017,9,29,11.15
2017,9,30,10.6
2017,10,1,10.45
2017,10,2,10.05
2017,10,3,10.25
2017,10,4,13.100000000000001
2017,10,5,15.05
2017,10,6,12.7
2017,10,7,11.55
2017,10,8,10.8
2017,10,9,11.35
2017,10,10,12.1
2017,10,11,14.2
2017,10,12,14.25
2017,10,13,14.3
2017,10,14,13.7
2017,10,15,14.75
2017,10,16,15.35
2017,10,17,15.5
2017,10,18,15.65
2017,10,19,13.4
2017,10,20,13.549999999999999
2017,10,21,12.299999999999999
2017,10,22,12.5
2017,10,23,9.95
2017,10,24,9.05
2017,10,25,7.5
2017,10,26,10.7
2017,10,27,11.7
2017,10,28,8.05
2017,10,29,7.8
2017,10,30,6.1
2017,10,31,5.65
2017,11,1,5.25
2017,11,2,7.4
2017,11,3,7.65
2017,11,4,6.3500000000000005
2017,11,5,8.3
2017,11,6,9.25
2017,11,7,7.05
2017,11,8,8.3
2017,11,9,8.4
2017,11,10,5.85
2017,11,11,7.55
2017,11,12,7.0
2017,11,13,7.1
2017,11,14,4.95
2017,11,15,1.3499999999999999
2017,11,16,3.5500000000000003
2017,11,17,3.0500000000000003
2017,11,18,2.65
2017,11,19,3.0
2017,11,20,4.050000000000001
2017,11,21,4.65
2017,11,22,6.05
2017,11,23,4.1000000000000005
2017,11,24,5.1
2017,11,25,6.95
2017,11,26,4.3
2017,11,27,2.35
2017,11,28,0.7000000000000002
2017,11,29,0.050000000000000044
2017,11,30,2.25
2017,12,1,-0.3999999999999999
2017,12,2,-3.0
2017,12,3,-3.4499999999999997
2017,12,4,-1.1
2017,12,5,1.15
2017,12,6,1.5999999999999999
2017,12,7,1.0
2017,12,8,2.3499999999999996
2017,12,9,1.3
2017,12,10,-0.1499999999999999
2017,12,11,6.35
2017,12,12,11.85
2017,12,13,2.95
2017,12,14,1.85
2017,12,15,5.85
2017,12,16,3.2
2017,12,17,0.3500000000000001
2017,12,18,-2.25
2017,12,19,-3.3
2017,12,20,-4.8
2017,12,21,-5.300000000000001
2017,12,22,0.7999999999999999
2017,12,23,0.8999999999999999
2017,12,24,5.3
2017,12,25,1.8
2017,12,26,3.8499999999999996
2017,12,27,4.9
2017,12,28,4.75
2017,12,29,0.29999999999999993
2017,12,30,-1.15
2017,12,31,2.0500000000000003
2018,1,1,4.3
2018,1,2,3.0
2018,1,3,1.5499999999999998
2018,1,4,5.25
2018,1,5,5.75
2018,1,6,9.45
2018,1,7,6.8
2018,1,8,7.0
2018,1,9,6.050000000000001
2018,1,10,4.550000000000001
2018,1,11,4.5
2018,1,12,3.5999999999999996
2018,1,13,0.85
2018,1,14,-2.0
2018,1,15,-3.8
2018,1,16,-1.2000000000000002
2018,1,17,-0.8500000000000001
2018,1,18,1.25
2018,1,19,2.15
2018,1,20,-0.4999999999999998
2018,1,21,0.0
2018,1,22,-1.0499999999999998
2018,1,23,-4.3
2018,1,24,-7.4
2018,1,25,-2.25
2018,1,26,-2.4499999999999997
2018,1,27,-1.15
2018,1,28,0.55
2018,1,29,4.7
2018,1,30,2.8499999999999996
2018,1,31,1.25
2018,2,1,6.050000000000001
2018,2,2,6.35
2018,2,3,1.3
2018,2,4,0.25
2018,2,5,-1.2500000000000002
2018,2,6,-0.9
2018,2,7,-0.5
2018,2,8,1.45
2018,2,9,-0.7
2018,2,10,-0.55
2018,2,11,-1.4500000000000002
2018,2,12,-0.10000000000000009
2018,2,13,0.30000000000000004
2018,2,14,0.35
2018,2,15,-1.2499999999999998
2018,2,16,-2.3
2018,2,17,-0.30000000000000004
2018,2,18,-0.5
2018,2,19,-4.15
2018,2,20,-0.35000000000000003
2018,2,21,0.39999999999999997
2018,2,22,-1.3
2018,2,23,-0.75
2018,2,24,-4.7
2018,2,25,-9.25
2018,2,26,-8.7
2018,2,27,-8.45
2018,2,28,-9.8
2018,3,1,-10.15
2018,3,2,-8.1
2018,3,3,-8.95
2018,3,4,-10.100000000000001
2018,3,5,-9.899999999999999
2018,3,6,-0.09999999999999998
2018,3,7,1.7
2018,3,8,1.8000000000000003
2018,3,9,3.6500000000000004
2018,3,10,5.5
2018,3,11,8.600000000000001
2018,3,12,11.4
2018,3,13,9.35
2018,3,14,8.1
2018,3,15,7.3
2018,3,16,8.05
2018,3,17,3.1999999999999997
2018,3,18,-2.5500000000000003
2018,3,19,-2.95
2018,3,20,-2.05
2018,3,21,-0.3500000000000001
2018,3,22,-2.5
2018,3,23,0.0
2018,3,24,1.4
2018,3,25,2.0999999999999996
2018,3,26,3.25
2018,3,27,5.6000000000000005
2018,3,28,4.95
2018,3,29,7.15
2018,3,30,8.05
2018,3,31,10.8
2018,4,1,8.4
2018,4,2,8.2
2018,4,3,10.850000000000001
2018,4,4,13.149999999999999
2018,4,5,14.2
2018,4,6,11.85
2018,4,7,11.65
2018,4,8,13.5
2018,4,9,16.3
2018,4,10,14.049999999999999
2018,4,11,13.0
2018,4,12,16.55
2018,4,13,15.95
2018,4,14,15.85
2018,4,15,18.1
2018,4,16,17.05
2018,4,17,16.4
2018,4,18,17.3
2018,4,19,15.75
2018,4,20,15.2
2018,4,21,14.399999999999999
2018,4,22,16.4
2018,4,23,19.25
2018,4,24,18.55
2018,4,25,18.75
2018,4,26,18.2
2018,4,27,14.649999999999999
2018,4,28,17.75
2018,4,29,19.75
2018,4,30,19.9
2018,5,1,18.75
2018,5,2,19.8
2018,5,3,19.95
2018,5,4,20.8
2018,5,5,23.1
2018,5,6,20.4
2018,5,7,18.9
2018,5,8,16.85
2018,5,9,18.5
2018,5,10,20.45
2018,5,11,19.549999999999997
2018,5,12,19.799999999999997
2018,5,13,17.95
2018,5,14,16.85
2018,5,15,14.8
2018,5,16,13.55
2018,5,17,15.5
2018,5,18,18.25
2018,5,19,17.7
2018,5,20,16.6
2018,5,21,18.2
2018,5,22,17.4
2018,5,23,19.35
2018,5,24,21.15
2018,5,25,20.6
2018,5,26,21.2
2018,5,27,21.1
2018,5,28,21.950000000000003
2018,5,29,21.0
2018,5,30,20.799999999999997
2018,5,31,22.15
2018,6,1,23.25
2018,6,2,22.7
2018,6,3,23.6
2018,6,4,21.85
2018,6,5,22.15
2018,6,6,19.5
2018,6,7,19.799999999999997
2018,6,8,21.1
2018,6,9,20.65
2018,6,10,23.450000000000003
2018,6,11,25.0
2018,6,12,23.45
2018,6,13,21.45
2018,6,14,18.8
2018,6,15,18.6
2018,6,16,21.15
2018,6,17,21.950000000000003
2018,6,18,21.799999999999997
2018,6,19,23.0
2018,6,20,23.95
2018,6,21,24.0
2018,6,22,16.35
2018,6,23,15.05
2018,6,24,14.45
2018,6,25,15.600000000000001
2018,6,26,16.75
2018,6,27,17.8
2018,6,28,18.85
2018,6,29,21.85
2018,6,30,17.45
2018,7,1,16.25
2018,7,2,15.3
2018,7,3,17.2
2018,7,4,19.1
2018,7,5,21.4
2018,7,6,22.4
2018,7,7,21.0
2018,7,8,19.35
2018,7,9,21.0
2018,7,10,20.75
2018,7,11,19.45
2018,7,12,18.7
2018,7,13,20.3
2018,7,14,20.9
2018,7,15,20.7
2018,7,16,20.8
2018,7,17,21.0
2018,7,18,20.9
2018,7,19,20.7
2018,7,20,21.8
2018,7,21,21.9
2018,7,22,21.8
